sa2,sa2_name,month,data_type,values
21392,Stawell,2020-05-01,JobSeeker payment recipients,551
21392,Stawell,2020-05-01,Youth Allowance recipients,89
21392,Stawell,2020-05-01,Total JobSeeker and Youth allowance recipients,640
21392,Stawell,2020-05-01,Population aged 15-64 y.o.,4945
21392,Stawell,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.9
21393,West Wimmera,2020-05-01,JobSeeker payment recipients,127
21393,West Wimmera,2020-05-01,Youth Allowance recipients,8
21393,West Wimmera,2020-05-01,Total JobSeeker and Youth allowance recipients,135
21393,West Wimmera,2020-05-01,Population aged 15-64 y.o.,1557
21393,West Wimmera,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.7
21394,Yarriambiack,2020-05-01,JobSeeker payment recipients,354
21394,Yarriambiack,2020-05-01,Youth Allowance recipients,29
21394,Yarriambiack,2020-05-01,Total JobSeeker and Youth allowance recipients,383
21394,Yarriambiack,2020-05-01,Population aged 15-64 y.o.,3726
21394,Yarriambiack,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.3
21395,Irymple,2020-05-01,JobSeeker payment recipients,326
21395,Irymple,2020-05-01,Youth Allowance recipients,45
21395,Irymple,2020-05-01,Total JobSeeker and Youth allowance recipients,371
21395,Irymple,2020-05-01,Population aged 15-64 y.o.,4446
21395,Irymple,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.3
21396,Merbein,2020-05-01,JobSeeker payment recipients,331
21396,Merbein,2020-05-01,Youth Allowance recipients,43
21396,Merbein,2020-05-01,Total JobSeeker and Youth allowance recipients,374
21396,Merbein,2020-05-01,Population aged 15-64 y.o.,2986
21396,Merbein,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.5
21398,Mildura Region,2020-05-01,JobSeeker payment recipients,190
21398,Mildura Region,2020-05-01,Youth Allowance recipients,22
21398,Mildura Region,2020-05-01,Total JobSeeker and Youth allowance recipients,212
21398,Mildura Region,2020-05-01,Population aged 15-64 y.o.,2325
21398,Mildura Region,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.1
21399,Red Cliffs,2020-05-01,JobSeeker payment recipients,435
21399,Red Cliffs,2020-05-01,Youth Allowance recipients,60
21399,Red Cliffs,2020-05-01,Total JobSeeker and Youth allowance recipients,495
21399,Red Cliffs,2020-05-01,Population aged 15-64 y.o.,3778
21399,Red Cliffs,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.1
21400,Buloke,2020-05-01,JobSeeker payment recipients,284
21400,Buloke,2020-05-01,Youth Allowance recipients,32
21400,Buloke,2020-05-01,Total JobSeeker and Youth allowance recipients,316
21400,Buloke,2020-05-01,Population aged 15-64 y.o.,3440
21400,Buloke,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.2
21401,Gannawarra,2020-05-01,JobSeeker payment recipients,349
21401,Gannawarra,2020-05-01,Youth Allowance recipients,27
21401,Gannawarra,2020-05-01,Total JobSeeker and Youth allowance recipients,376
21401,Gannawarra,2020-05-01,Population aged 15-64 y.o.,3734
21401,Gannawarra,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.1
21402,Kerang,2020-05-01,JobSeeker payment recipients,265
21402,Kerang,2020-05-01,Youth Allowance recipients,29
21402,Kerang,2020-05-01,Total JobSeeker and Youth allowance recipients,294
21402,Kerang,2020-05-01,Population aged 15-64 y.o.,2150
21402,Kerang,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.7
21403,Robinvale,2020-05-01,JobSeeker payment recipients,179
21403,Robinvale,2020-05-01,Youth Allowance recipients,23
21403,Robinvale,2020-05-01,Total JobSeeker and Youth allowance recipients,202
21403,Robinvale,2020-05-01,Population aged 15-64 y.o.,2148
21403,Robinvale,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.4
21404,Swan Hill,2020-05-01,JobSeeker payment recipients,587
21404,Swan Hill,2020-05-01,Youth Allowance recipients,91
21404,Swan Hill,2020-05-01,Total JobSeeker and Youth allowance recipients,678
21404,Swan Hill,2020-05-01,Population aged 15-64 y.o.,6731
21404,Swan Hill,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.1
21405,Swan Hill Region,2020-05-01,JobSeeker payment recipients,321
21405,Swan Hill Region,2020-05-01,Youth Allowance recipients,45
21405,Swan Hill Region,2020-05-01,Total JobSeeker and Youth allowance recipients,366
21405,Swan Hill Region,2020-05-01,Population aged 15-64 y.o.,3907
21405,Swan Hill Region,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.4
21406,Echuca,2020-05-01,JobSeeker payment recipients,975
21406,Echuca,2020-05-01,Youth Allowance recipients,145
21406,Echuca,2020-05-01,Total JobSeeker and Youth allowance recipients,1120
21406,Echuca,2020-05-01,Population aged 15-64 y.o.,8872
21406,Echuca,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.6
21407,Kyabram,2020-05-01,JobSeeker payment recipients,590
21407,Kyabram,2020-05-01,Youth Allowance recipients,85
21407,Kyabram,2020-05-01,Total JobSeeker and Youth allowance recipients,675
21407,Kyabram,2020-05-01,Population aged 15-64 y.o.,6432
21407,Kyabram,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.5
21408,Lockington - Gunbower,2020-05-01,JobSeeker payment recipients,180
21408,Lockington - Gunbower,2020-05-01,Youth Allowance recipients,30
21408,Lockington - Gunbower,2020-05-01,Total JobSeeker and Youth allowance recipients,210
21408,Lockington - Gunbower,2020-05-01,Population aged 15-64 y.o.,2451
21408,Lockington - Gunbower,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.6
21409,Rochester,2020-05-01,JobSeeker payment recipients,201
21409,Rochester,2020-05-01,Youth Allowance recipients,35
21409,Rochester,2020-05-01,Total JobSeeker and Youth allowance recipients,236
21409,Rochester,2020-05-01,Population aged 15-64 y.o.,2220
21409,Rochester,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.6
21410,Rushworth,2020-05-01,JobSeeker payment recipients,273
21410,Rushworth,2020-05-01,Youth Allowance recipients,28
21410,Rushworth,2020-05-01,Total JobSeeker and Youth allowance recipients,301
21410,Rushworth,2020-05-01,Population aged 15-64 y.o.,2287
21410,Rushworth,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.2
21411,Cobram,2020-05-01,JobSeeker payment recipients,370
21411,Cobram,2020-05-01,Youth Allowance recipients,53
21411,Cobram,2020-05-01,Total JobSeeker and Youth allowance recipients,423
21411,Cobram,2020-05-01,Population aged 15-64 y.o.,3560
21411,Cobram,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.9
21412,Moira,2020-05-01,JobSeeker payment recipients,153
21412,Moira,2020-05-01,Youth Allowance recipients,25
21412,Moira,2020-05-01,Total JobSeeker and Youth allowance recipients,178
21412,Moira,2020-05-01,Population aged 15-64 y.o.,1651
21412,Moira,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.8
21413,Numurkah,2020-05-01,JobSeeker payment recipients,719
21413,Numurkah,2020-05-01,Youth Allowance recipients,74
21413,Numurkah,2020-05-01,Total JobSeeker and Youth allowance recipients,793
21413,Numurkah,2020-05-01,Population aged 15-64 y.o.,7455
21413,Numurkah,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.6
21414,Yarrawonga,2020-05-01,JobSeeker payment recipients,496
21414,Yarrawonga,2020-05-01,Youth Allowance recipients,52
21414,Yarrawonga,2020-05-01,Total JobSeeker and Youth allowance recipients,548
21414,Yarrawonga,2020-05-01,Population aged 15-64 y.o.,4382
21414,Yarrawonga,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.5
21415,Mooroopna,2020-05-01,JobSeeker payment recipients,684
21415,Mooroopna,2020-05-01,Youth Allowance recipients,96
21415,Mooroopna,2020-05-01,Total JobSeeker and Youth allowance recipients,780
21415,Mooroopna,2020-05-01,Population aged 15-64 y.o.,4911
21415,Mooroopna,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,15.9
21416,Shepparton - North,2020-05-01,JobSeeker payment recipients,1187
21416,Shepparton - North,2020-05-01,Youth Allowance recipients,202
21416,Shepparton - North,2020-05-01,Total JobSeeker and Youth allowance recipients,1389
21416,Shepparton - North,2020-05-01,Population aged 15-64 y.o.,12347
21416,Shepparton - North,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.2
21417,Shepparton - South,2020-05-01,JobSeeker payment recipients,1644
21417,Shepparton - South,2020-05-01,Youth Allowance recipients,251
21417,Shepparton - South,2020-05-01,Total JobSeeker and Youth allowance recipients,1895
21417,Shepparton - South,2020-05-01,Population aged 15-64 y.o.,14893
21417,Shepparton - South,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.7
21418,Shepparton Region - East,2020-05-01,JobSeeker payment recipients,189
21418,Shepparton Region - East,2020-05-01,Youth Allowance recipients,15
21418,Shepparton Region - East,2020-05-01,Total JobSeeker and Youth allowance recipients,204
21418,Shepparton Region - East,2020-05-01,Population aged 15-64 y.o.,2472
21418,Shepparton Region - East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.3
21419,Shepparton Region - West,2020-05-01,JobSeeker payment recipients,588
21419,Shepparton Region - West,2020-05-01,Youth Allowance recipients,51
21419,Shepparton Region - West,2020-05-01,Total JobSeeker and Youth allowance recipients,639
21419,Shepparton Region - West,2020-05-01,Population aged 15-64 y.o.,6397
21419,Shepparton Region - West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10
21420,Glenelg (Vic.),2020-05-01,JobSeeker payment recipients,474
21420,Glenelg (Vic.),2020-05-01,Youth Allowance recipients,45
21420,Glenelg (Vic.),2020-05-01,Total JobSeeker and Youth allowance recipients,519
21420,Glenelg (Vic.),2020-05-01,Population aged 15-64 y.o.,5263
21420,Glenelg (Vic.),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.9
21421,Hamilton (Vic.),2020-05-01,JobSeeker payment recipients,520
21421,Hamilton (Vic.),2020-05-01,Youth Allowance recipients,91
21421,Hamilton (Vic.),2020-05-01,Total JobSeeker and Youth allowance recipients,611
21421,Hamilton (Vic.),2020-05-01,Population aged 15-64 y.o.,5969
21421,Hamilton (Vic.),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.2
21422,Portland,2020-05-01,JobSeeker payment recipients,855
21422,Portland,2020-05-01,Youth Allowance recipients,110
21422,Portland,2020-05-01,Total JobSeeker and Youth allowance recipients,965
21422,Portland,2020-05-01,Population aged 15-64 y.o.,6693
21422,Portland,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,14.4
21423,Southern Grampians,2020-05-01,JobSeeker payment recipients,292
21423,Southern Grampians,2020-05-01,Youth Allowance recipients,21
21423,Southern Grampians,2020-05-01,Total JobSeeker and Youth allowance recipients,313
21423,Southern Grampians,2020-05-01,Population aged 15-64 y.o.,3552
21423,Southern Grampians,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.8
21424,Doncaster East (North),2020-05-01,JobSeeker payment recipients,606
21424,Doncaster East (North),2020-05-01,Youth Allowance recipients,36
21424,Doncaster East (North),2020-05-01,Total JobSeeker and Youth allowance recipients,642
21424,Doncaster East (North),2020-05-01,Population aged 15-64 y.o.,9951
21424,Doncaster East (North),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.5
21425,Doncaster East (South),2020-05-01,JobSeeker payment recipients,666
21425,Doncaster East (South),2020-05-01,Youth Allowance recipients,31
21425,Doncaster East (South),2020-05-01,Total JobSeeker and Youth allowance recipients,697
21425,Doncaster East (South),2020-05-01,Population aged 15-64 y.o.,9241
21425,Doncaster East (South),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.5
21426,Bentleigh East (North),2020-05-01,JobSeeker payment recipients,567
21426,Bentleigh East (North),2020-05-01,Youth Allowance recipients,45
21426,Bentleigh East (North),2020-05-01,Total JobSeeker and Youth allowance recipients,612
21426,Bentleigh East (North),2020-05-01,Population aged 15-64 y.o.,10295
21426,Bentleigh East (North),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.9
21427,Bentleigh East (South),2020-05-01,JobSeeker payment recipients,552
21427,Bentleigh East (South),2020-05-01,Youth Allowance recipients,34
21427,Bentleigh East (South),2020-05-01,Total JobSeeker and Youth allowance recipients,586
21427,Bentleigh East (South),2020-05-01,Population aged 15-64 y.o.,8915
21427,Bentleigh East (South),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.6
21428,Preston - East,2020-05-01,JobSeeker payment recipients,1777
21428,Preston - East,2020-05-01,Youth Allowance recipients,122
21428,Preston - East,2020-05-01,Total JobSeeker and Youth allowance recipients,1899
21428,Preston - East,2020-05-01,Population aged 15-64 y.o.,16427
21428,Preston - East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.6
21429,Preston - West,2020-05-01,JobSeeker payment recipients,783
21429,Preston - West,2020-05-01,Youth Allowance recipients,38
21429,Preston - West,2020-05-01,Total JobSeeker and Youth allowance recipients,821
21429,Preston - West,2020-05-01,Population aged 15-64 y.o.,9286
21429,Preston - West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.8
21430,Doreen,2020-05-01,JobSeeker payment recipients,1046
21430,Doreen,2020-05-01,Youth Allowance recipients,108
21430,Doreen,2020-05-01,Total JobSeeker and Youth allowance recipients,1154
21430,Doreen,2020-05-01,Population aged 15-64 y.o.,16326
21430,Doreen,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.1
21431,Epping - East,2020-05-01,JobSeeker payment recipients,874
21431,Epping - East,2020-05-01,Youth Allowance recipients,99
21431,Epping - East,2020-05-01,Total JobSeeker and Youth allowance recipients,973
21431,Epping - East,2020-05-01,Population aged 15-64 y.o.,9598
21431,Epping - East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.1
21432,Epping - South,2020-05-01,JobSeeker payment recipients,700
21432,Epping - South,2020-05-01,Youth Allowance recipients,70
21432,Epping - South,2020-05-01,Total JobSeeker and Youth allowance recipients,770
21432,Epping - South,2020-05-01,Population aged 15-64 y.o.,5895
21432,Epping - South,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.1
21433,Epping - West,2020-05-01,JobSeeker payment recipients,717
21433,Epping - West,2020-05-01,Youth Allowance recipients,64
21433,Epping - West,2020-05-01,Total JobSeeker and Youth allowance recipients,781
21433,Epping - West,2020-05-01,Population aged 15-64 y.o.,8609
21433,Epping - West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.1
21434,Mernda,2020-05-01,JobSeeker payment recipients,1208
21434,Mernda,2020-05-01,Youth Allowance recipients,141
21434,Mernda,2020-05-01,Total JobSeeker and Youth allowance recipients,1349
21434,Mernda,2020-05-01,Population aged 15-64 y.o.,14440
21434,Mernda,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.3
21435,South Morang (North),2020-05-01,JobSeeker payment recipients,596
21435,South Morang (North),2020-05-01,Youth Allowance recipients,63
21435,South Morang (North),2020-05-01,Total JobSeeker and Youth allowance recipients,659
21435,South Morang (North),2020-05-01,Population aged 15-64 y.o.,9076
21435,South Morang (North),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.3
21436,South Morang (South),2020-05-01,JobSeeker payment recipients,688
21436,South Morang (South),2020-05-01,Youth Allowance recipients,67
21436,South Morang (South),2020-05-01,Total JobSeeker and Youth allowance recipients,755
21436,South Morang (South),2020-05-01,Population aged 15-64 y.o.,8514
21436,South Morang (South),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.9
21437,Wollert,2020-05-01,JobSeeker payment recipients,1104
21437,Wollert,2020-05-01,Youth Allowance recipients,95
21437,Wollert,2020-05-01,Total JobSeeker and Youth allowance recipients,1199
21437,Wollert,2020-05-01,Population aged 15-64 y.o.,9124
21437,Wollert,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.1
21438,Glenroy,2020-05-01,JobSeeker payment recipients,1636
21438,Glenroy,2020-05-01,Youth Allowance recipients,128
21438,Glenroy,2020-05-01,Total JobSeeker and Youth allowance recipients,1764
21438,Glenroy,2020-05-01,Population aged 15-64 y.o.,16565
21438,Glenroy,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.6
21439,Gowanbrae,2020-05-01,JobSeeker payment recipients,155
21439,Gowanbrae,2020-05-01,Youth Allowance recipients,14
21439,Gowanbrae,2020-05-01,Total JobSeeker and Youth allowance recipients,169
21439,Gowanbrae,2020-05-01,Population aged 15-64 y.o.,2030
21439,Gowanbrae,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.3
21440,Hadfield,2020-05-01,JobSeeker payment recipients,399
21440,Hadfield,2020-05-01,Youth Allowance recipients,36
21440,Hadfield,2020-05-01,Total JobSeeker and Youth allowance recipients,435
21440,Hadfield,2020-05-01,Population aged 15-64 y.o.,3732
21440,Hadfield,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.7
21441,Craigieburn - Central,2020-05-01,JobSeeker payment recipients,680
21441,Craigieburn - Central,2020-05-01,Youth Allowance recipients,83
21441,Craigieburn - Central,2020-05-01,Total JobSeeker and Youth allowance recipients,763
21441,Craigieburn - Central,2020-05-01,Population aged 15-64 y.o.,6062
21441,Craigieburn - Central,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.6
21442,Craigieburn - North,2020-05-01,JobSeeker payment recipients,827
21442,Craigieburn - North,2020-05-01,Youth Allowance recipients,73
21442,Craigieburn - North,2020-05-01,Total JobSeeker and Youth allowance recipients,900
21442,Craigieburn - North,2020-05-01,Population aged 15-64 y.o.,8792
21442,Craigieburn - North,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.2
21443,Craigieburn - South,2020-05-01,JobSeeker payment recipients,1684
21443,Craigieburn - South,2020-05-01,Youth Allowance recipients,189
21443,Craigieburn - South,2020-05-01,Total JobSeeker and Youth allowance recipients,1873
21443,Craigieburn - South,2020-05-01,Population aged 15-64 y.o.,13583
21443,Craigieburn - South,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.8
21444,Craigieburn - West,2020-05-01,JobSeeker payment recipients,1597
21444,Craigieburn - West,2020-05-01,Youth Allowance recipients,140
21444,Craigieburn - West,2020-05-01,Total JobSeeker and Youth allowance recipients,1737
21444,Craigieburn - West,2020-05-01,Population aged 15-64 y.o.,12316
21444,Craigieburn - West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,14.1
21445,Mickleham - Yuroke,2020-05-01,JobSeeker payment recipients,990
21445,Mickleham - Yuroke,2020-05-01,Youth Allowance recipients,83
21445,Mickleham - Yuroke,2020-05-01,Total JobSeeker and Youth allowance recipients,1073
21445,Mickleham - Yuroke,2020-05-01,Population aged 15-64 y.o.,5012
21445,Mickleham - Yuroke,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,21.4
21446,Boronia,2020-05-01,JobSeeker payment recipients,1395
21446,Boronia,2020-05-01,Youth Allowance recipients,129
21446,Boronia,2020-05-01,Total JobSeeker and Youth allowance recipients,1524
21446,Boronia,2020-05-01,Population aged 15-64 y.o.,15260
21446,Boronia,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10
21447,Ferntree Gully (North),2020-05-01,JobSeeker payment recipients,781
21447,Ferntree Gully (North),2020-05-01,Youth Allowance recipients,84
21447,Ferntree Gully (North),2020-05-01,Total JobSeeker and Youth allowance recipients,865
21447,Ferntree Gully (North),2020-05-01,Population aged 15-64 y.o.,9344
21447,Ferntree Gully (North),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.3
21448,Ferntree Gully (South) - Upper Ferntree Gully,2020-05-01,JobSeeker payment recipients,778
21448,Ferntree Gully (South) - Upper Ferntree Gully,2020-05-01,Youth Allowance recipients,80
21448,Ferntree Gully (South) - Upper Ferntree Gully,2020-05-01,Total JobSeeker and Youth allowance recipients,858
21448,Ferntree Gully (South) - Upper Ferntree Gully,2020-05-01,Population aged 15-64 y.o.,10259
21448,Ferntree Gully (South) - Upper Ferntree Gully,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.4
21449,The Basin,2020-05-01,JobSeeker payment recipients,217
21449,The Basin,2020-05-01,Youth Allowance recipients,19
21449,The Basin,2020-05-01,Total JobSeeker and Youth allowance recipients,236
21449,The Basin,2020-05-01,Population aged 15-64 y.o.,2986
21449,The Basin,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.9
21450,Croydon - East,2020-05-01,JobSeeker payment recipients,894
21450,Croydon - East,2020-05-01,Youth Allowance recipients,82
21450,Croydon - East,2020-05-01,Total JobSeeker and Youth allowance recipients,976
21450,Croydon - East,2020-05-01,Population aged 15-64 y.o.,10683
21450,Croydon - East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.1
21451,Croydon - West,2020-05-01,JobSeeker payment recipients,624
21451,Croydon - West,2020-05-01,Youth Allowance recipients,64
21451,Croydon - West,2020-05-01,Total JobSeeker and Youth allowance recipients,688
21451,Croydon - West,2020-05-01,Population aged 15-64 y.o.,8913
21451,Croydon - West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.7
21452,Croydon South,2020-05-01,JobSeeker payment recipients,220
21452,Croydon South,2020-05-01,Youth Allowance recipients,19
21452,Croydon South,2020-05-01,Total JobSeeker and Youth allowance recipients,239
21452,Croydon South,2020-05-01,Population aged 15-64 y.o.,3163
21452,Croydon South,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.6
21453,Endeavour Hills - North,2020-05-01,JobSeeker payment recipients,825
21453,Endeavour Hills - North,2020-05-01,Youth Allowance recipients,68
21453,Endeavour Hills - North,2020-05-01,Total JobSeeker and Youth allowance recipients,893
21453,Endeavour Hills - North,2020-05-01,Population aged 15-64 y.o.,8542
21453,Endeavour Hills - North,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.5
21454,Endeavour Hills - South,2020-05-01,JobSeeker payment recipients,846
21454,Endeavour Hills - South,2020-05-01,Youth Allowance recipients,76
21454,Endeavour Hills - South,2020-05-01,Total JobSeeker and Youth allowance recipients,922
21454,Endeavour Hills - South,2020-05-01,Population aged 15-64 y.o.,9415
21454,Endeavour Hills - South,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.8
21455,Narre Warren - North East,2020-05-01,JobSeeker payment recipients,798
21455,Narre Warren - North East,2020-05-01,Youth Allowance recipients,102
21455,Narre Warren - North East,2020-05-01,Total JobSeeker and Youth allowance recipients,900
21455,Narre Warren - North East,2020-05-01,Population aged 15-64 y.o.,9895
21455,Narre Warren - North East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.1
21456,Narre Warren - South West,2020-05-01,JobSeeker payment recipients,1123
21456,Narre Warren - South West,2020-05-01,Youth Allowance recipients,135
21456,Narre Warren - South West,2020-05-01,Total JobSeeker and Youth allowance recipients,1258
21456,Narre Warren - South West,2020-05-01,Population aged 15-64 y.o.,10090
21456,Narre Warren - South West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.5
21457,Narre Warren South (East),2020-05-01,JobSeeker payment recipients,592
21457,Narre Warren South (East),2020-05-01,Youth Allowance recipients,89
21457,Narre Warren South (East),2020-05-01,Total JobSeeker and Youth allowance recipients,681
21457,Narre Warren South (East),2020-05-01,Population aged 15-64 y.o.,9538
21457,Narre Warren South (East),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.1
21458,Narre Warren South (West),2020-05-01,JobSeeker payment recipients,1084
21458,Narre Warren South (West),2020-05-01,Youth Allowance recipients,137
21458,Narre Warren South (West),2020-05-01,Total JobSeeker and Youth allowance recipients,1221
21458,Narre Warren South (West),2020-05-01,Population aged 15-64 y.o.,12142
21458,Narre Warren South (West),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.1
21459,Noble Park - East,2020-05-01,JobSeeker payment recipients,991
21459,Noble Park - East,2020-05-01,Youth Allowance recipients,77
21459,Noble Park - East,2020-05-01,Total JobSeeker and Youth allowance recipients,1068
21459,Noble Park - East,2020-05-01,Population aged 15-64 y.o.,9481
21459,Noble Park - East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.3
21460,Noble Park - West,2020-05-01,JobSeeker payment recipients,1414
21460,Noble Park - West,2020-05-01,Youth Allowance recipients,114
21460,Noble Park - West,2020-05-01,Total JobSeeker and Youth allowance recipients,1528
21460,Noble Park - West,2020-05-01,Population aged 15-64 y.o.,13453
21460,Noble Park - West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.4
21461,Burnside,2020-05-01,JobSeeker payment recipients,347
21461,Burnside,2020-05-01,Youth Allowance recipients,26
21461,Burnside,2020-05-01,Total JobSeeker and Youth allowance recipients,373
21461,Burnside,2020-05-01,Population aged 15-64 y.o.,3428
21461,Burnside,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.9
21462,Burnside Heights,2020-05-01,JobSeeker payment recipients,350
21462,Burnside Heights,2020-05-01,Youth Allowance recipients,33
21462,Burnside Heights,2020-05-01,Total JobSeeker and Youth allowance recipients,383
21462,Burnside Heights,2020-05-01,Population aged 15-64 y.o.,4384
21462,Burnside Heights,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.7
21463,Caroline Springs,2020-05-01,JobSeeker payment recipients,1136
21463,Caroline Springs,2020-05-01,Youth Allowance recipients,105
21463,Caroline Springs,2020-05-01,Total JobSeeker and Youth allowance recipients,1241
21463,Caroline Springs,2020-05-01,Population aged 15-64 y.o.,14839
21463,Caroline Springs,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.4
21464,Point Cook - East,2020-05-01,JobSeeker payment recipients,883
21464,Point Cook - East,2020-05-01,Youth Allowance recipients,72
21464,Point Cook - East,2020-05-01,Total JobSeeker and Youth allowance recipients,955
21464,Point Cook - East,2020-05-01,Population aged 15-64 y.o.,10863
21464,Point Cook - East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.8
21465,Point Cook - North,2020-05-01,JobSeeker payment recipients,1068
21465,Point Cook - North,2020-05-01,Youth Allowance recipients,91
21465,Point Cook - North,2020-05-01,Total JobSeeker and Youth allowance recipients,1159
21465,Point Cook - North,2020-05-01,Population aged 15-64 y.o.,16899
21465,Point Cook - North,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.9
21466,Point Cook - South,2020-05-01,JobSeeker payment recipients,722
21466,Point Cook - South,2020-05-01,Youth Allowance recipients,52
21466,Point Cook - South,2020-05-01,Total JobSeeker and Youth allowance recipients,774
